Time,theta_0,theta_1,theta_2
1745022313.9912379,0.016232114285230637,-0.025940533727407455,-0.9107434749603271
1745022314.0065532,0.017067555338144302,-0.025956058874726295,-0.9111007452011108
1745022314.024231,0.017929740250110626,-0.0259871669113636,-0.9114651083946228
1745022314.039309,0.018815910443663597,-0.026033516973257065,-0.9118154048919678
1745022314.055406,0.019700655713677406,-0.026060065254569054,-0.9121795296669006
1745022314.070323,0.020550193265080452,-0.02611885778605938,-0.9125660061836243
1745022314.0866735,0.021407905966043472,-0.02617468498647213,-0.9129797220230103
1745022314.1043484,0.02229524403810501,-0.026239527389407158,-0.9133939146995544
1745022314.1186066,0.02316032350063324,-0.02630029059946537,-0.913792610168457
1745022314.1353738,0.024014487862586975,-0.026366600766777992,-0.9142024517059326
1745022314.150303,0.02486920915544033,-0.0264299213886261,-0.9146229028701782
1745022314.1695535,0.025732146576046944,-0.026479624211788177,-0.9150553941726685
1745022314.1831088,0.026599854230880737,-0.026531895622611046,-0.9154795408248901
1745022314.2013392,0.027462977916002274,-0.02657145820558071,-0.915905773639679
1745022314.2169635,0.028325119987130165,-0.026595046743750572,-0.9163297414779663
1745022314.2314336,0.029187334701418877,-0.026622679084539413,-0.9167711734771729
1745022314.246719,0.03004443645477295,-0.026653524488210678,-0.9171952605247498
1745022314.2653894,0.03090951032936573,-0.026692558079957962,-0.9176173806190491
1745022314.2795217,0.03176704794168472,-0.026702353730797768,-0.9180613160133362
1745022314.294383,0.03261345997452736,-0.02671123668551445,-0.9184926152229309
1745022314.310369,0.033452171832323074,-0.02672211453318596,-0.9188999533653259
1745022314.3285048,0.034285902976989746,-0.026741299778223038,-0.919296383857727
1745022314.3431993,0.035053350031375885,-0.026732008904218674,-0.9196862578392029
1745022314.3585691,0.03579932451248169,-0.026712195947766304,-0.9200535416603088
1745022314.3762732,0.03649351745843887,-0.026682492345571518,-0.9204182028770447
1745022314.3903317,0.03715745732188225,-0.026648085564374924,-0.9207841157913208
1745022314.4083824,0.0377897173166275,-0.026596475392580032,-0.9211180806159973
1745022314.4243777,0.03839370235800743,-0.026561863720417023,-0.9214555621147156
1745022314.440501,0.038944754749536514,-0.026510415598750114,-0.9217689633369446
1745022314.4562333,0.03943032771348953,-0.02646574191749096,-0.9220934510231018
1745022314.4703424,0.03989482298493385,-0.02641003392636776,-0.9224030375480652
1745022314.4873493,0.0403268001973629,-0.026360556483268738,-0.9227039217948914
1745022314.5061336,0.0407099612057209,-0.026318728923797607,-0.9229820966720581
1745022314.521118,0.04105444252490997,-0.026255076751112938,-0.9232391119003296
1745022314.5364504,0.04138319566845894,-0.026228604838252068,-0.9235031604766846
1745022314.552501,0.04165114834904671,-0.026189934462308884,-0.9237626791000366
1745022314.567029,0.04188741371035576,-0.02616690844297409,-0.9240093231201172
1745022314.582481,0.04210544750094414,-0.026134278625249863,-0.9242573380470276
1745022314.6000056,0.04228319972753525,-0.02611875720322132,-0.9244900941848755
1745022314.6166155,0.04244283214211464,-0.026108168065547943,-0.9247223138809204
1745022314.6328542,0.04255834221839905,-0.026098212227225304,-0.9249476194381714
1745022314.647256,0.04262141138315201,-0.026102155447006226,-0.9251524209976196
1745022314.6634555,0.04266614094376564,-0.02612214908003807,-0.9253523945808411
1745022314.680104,0.04269056394696236,-0.02611810341477394,-0.9255498647689819
1745022314.695682,0.04269064962863922,-0.026140866801142693,-0.9257258176803589
1745022314.711519,0.04265312850475311,-0.026172518730163574,-0.9258857369422913
1745022314.7264402,0.04259205982089043,-0.026211781427264214,-0.9260359406471252
1745022314.7437313,0.04250647872686386,-0.026215149089694023,-0.9261725544929504
1745022314.7594316,0.042381949722766876,-0.026249339804053307,-0.9263003468513489
1745022314.7833705,0.04223334416747093,-0.02626386284828186,-0.9264279007911682
1745022314.7903218,0.042010560631752014,-0.02628028206527233,-0.9265559315681458
1745022314.8066318,0.041694968938827515,-0.026292404159903526,-0.9266607165336609
1745022314.8232832,0.04135013744235039,-0.026313750073313713,-0.9267447590827942
1745022314.8382723,0.041006702929735184,-0.0262985248118639,-0.9268404841423035
1745022314.8578973,0.040656447410583496,-0.026293344795703888,-0.9269062876701355
1745022314.8714855,0.040289223194122314,-0.02626693993806839,-0.9269826412200928
1745022314.8865285,0.039882343262434006,-0.02626059018075466,-0.9270298480987549
1745022314.9061534,0.039452169090509415,-0.026233570650219917,-0.92705899477005
1745022314.9200706,0.03900371491909027,-0.02618950977921486,-0.9270929098129272
1745022314.9376066,0.0385667085647583,-0.026168109849095345,-0.9271218180656433
1745022314.9542384,0.03815426304936409,-0.026125788688659668,-0.9271500110626221
1745022314.9692507,0.03773237764835358,-0.026086807250976562,-0.9271637201309204
1745022314.9855,0.03729698434472084,-0.02606295235455036,-0.9271595478057861
1745022314.998794,0.03688918054103851,-0.02603590115904808,-0.9271464347839355
1745022315.0142941,0.036465853452682495,-0.02600630186498165,-0.9271054863929749
1745022315.031315,0.036009255796670914,-0.02598438411951065,-0.9270600080490112
1745022315.046438,0.035551585257053375,-0.02595708705484867,-0.9269973039627075
1745022315.0651977,0.035075247287750244,-0.025933315977454185,-0.9269238114356995
1745022315.0813496,0.03457782045006752,-0.025937708094716072,-0.9268577694892883
1745022315.0964727,0.034053489565849304,-0.0259096659719944,-0.9267769455909729
1745022315.1103842,0.03350768983364105,-0.0259085725992918,-0.9266939163208008
1745022315.126332,0.032953161746263504,-0.025901786983013153,-0.9265859127044678
1745022315.1455078,0.032381821423769,-0.025900261476635933,-0.9264717102050781
1745022315.160595,0.03179645165801048,-0.0259112436324358,-0.92634516954422
1745022315.1767163,0.03121410310268402,-0.025924982503056526,-0.9261935353279114
1745022315.1903741,0.03061322681605816,-0.025947336107492447,-0.9260206818580627
1745022315.2063165,0.03000578097999096,-0.025980327278375626,-0.9258398413658142
1745022315.2223346,0.029387984424829483,-0.026021821424365044,-0.9256522059440613
1745022315.2385037,0.02876579388976097,-0.026063447818160057,-0.9254484176635742
1745022315.25619,0.028124932199716568,-0.026112981140613556,-0.9252420663833618
1745022315.2715511,0.027491534128785133,-0.026157479733228683,-0.9250287413597107
1745022315.2883563,0.02685326710343361,-0.026224207133054733,-0.924791157245636
1745022315.304143,0.02620348520576954,-0.026302458718419075,-0.9245337843894958
1745022315.3193452,0.02556477300822735,-0.026345139369368553,-0.9242498874664307
1745022315.3362696,0.024924026802182198,-0.026399821043014526,-0.9239599704742432
1745022315.3513834,0.024268658831715584,-0.026455331593751907,-0.9236463904380798
1745022315.3685343,0.023631639778614044,-0.026525326073169708,-0.923498809337616
1745022315.3829768,0.023014625534415245,-0.026592569425702095,-0.9233271479606628
1745022315.3993323,0.022387182340025902,-0.02663159929215908,-0.9231545329093933
1745022315.417491,0.02177674137055874,-0.026684165000915527,-0.9229709506034851
1745022315.4306743,0.021167105063796043,-0.02673935890197754,-0.9227719902992249
1745022315.4470146,0.020573168992996216,-0.026780983433127403,-0.9225773811340332
1745022315.4636252,0.019983114674687386,-0.02683013491332531,-0.922362208366394
1745022315.4786081,0.019403815269470215,-0.02686876803636551,-0.9221270084381104
1745022315.4953048,0.0188338290899992,-0.026899058371782303,-0.9219098091125488
1745022315.5103266,0.018275214359164238,-0.026920193806290627,-0.9216828346252441
1745022315.5265124,0.01770634576678276,-0.026944221928715706,-0.9214526414871216
